ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",39024,4079,"Census Tract 74, Multnomah County, OR","14000US41051007400"
2013,"2013",0,"Total",50561,9884,"Census Tract 75, Multnomah County, OR","14000US41051007500"
2013,"2013",0,"Total",38059,9069,"Census Tract 76, Multnomah County, OR","14000US41051007600"
2013,"2013",0,"Total",49659,7012.000000000001,"Census Tract 77, Multnomah County, OR","14000US41051007700"
2013,"2013",0,"Total",44167,16372.000000000002,"Census Tract 78, Multnomah County, OR","14000US41051007800"
2013,"2013",0,"Total",41853,7564,"Census Tract 79, Multnomah County, OR","14000US41051007900"
2013,"2013",0,"Total",46979,8122,"Census Tract 80.01, Multnomah County, OR","14000US41051008001"
2013,"2013",0,"Total",56957,9875,"Census Tract 80.02, Multnomah County, OR","14000US41051008002"
2013,"2013",0,"Total",43953,4094,"Census Tract 81, Multnomah County, OR","14000US41051008100"
2013,"2013",0,"Total",36000,7024.999999999999,"Census Tract 82.01, Multnomah County, OR","14000US41051008201"
2013,"2013",0,"Total",43250,10616,"Census Tract 82.02, Multnomah County, OR","14000US41051008202"
2013,"2013",0,"Total",24419,8939,"Census Tract 83.01, Multnomah County, OR","14000US41051008301"
2013,"2013",0,"Total",29460,5502,"Census Tract 83.02, Multnomah County, OR","14000US41051008302"
2013,"2013",0,"Total",37786,3089,"Census Tract 84, Multnomah County, OR","14000US41051008400"
2013,"2013",0,"Total",43594,6881,"Census Tract 85, Multnomah County, OR","14000US41051008500"
2013,"2013",0,"Total",42009,8170,"Census Tract 86, Multnomah County, OR","14000US41051008600"
2013,"2013",0,"Total",54181,7704,"Census Tract 87, Multnomah County, OR","14000US41051008700"
2013,"2013",0,"Total",50158,7351.000000000001,"Census Tract 88, Multnomah County, OR","14000US41051008800"
2013,"2013",0,"Total",73314,6819,"Census Tract 89.01, Multnomah County, OR","14000US41051008901"
2013,"2013",0,"Total",55482,12981,"Census Tract 89.02, Multnomah County, OR","14000US41051008902"
2013,"2013",0,"Total",38591,7073,"Census Tract 90, Multnomah County, OR","14000US41051009000"
2013,"2013",0,"Total",36081,6242,"Census Tract 91.01, Multnomah County, OR","14000US41051009101"
2013,"2013",0,"Total",51250,14463.000000000002,"Census Tract 91.02, Multnomah County, OR","14000US41051009102"
2013,"2013",0,"Total",35978,7059.999999999999,"Census Tract 92.01, Multnomah County, OR","14000US41051009201"
2013,"2013",0,"Total",47154,3894,"Census Tract 92.02, Multnomah County, OR","14000US41051009202"
2013,"2013",0,"Total",41694,7416.000000000001,"Census Tract 93.01, Multnomah County, OR","14000US41051009301"
2013,"2013",0,"Total",42780,5615,"Census Tract 93.02, Multnomah County, OR","14000US41051009302"
2013,"2013",0,"Total",56558,7388,"Census Tract 94, Multnomah County, OR","14000US41051009400"
2013,"2013",0,"Total",42679,7019,"Census Tract 95.01, Multnomah County, OR","14000US41051009501"
2013,"2013",0,"Total",57941,4982,"Census Tract 95.02, Multnomah County, OR","14000US41051009502"
2013,"2013",0,"Total",43305,8098.999999999999,"Census Tract 96.05, Multnomah County, OR","14000US41051009605"
2013,"2013",0,"Total",35536,10604,"Census Tract 97.01, Multnomah County, OR","14000US41051009701"
2013,"2013",0,"Total",40128,4293,"Census Tract 97.02, Multnomah County, OR","14000US41051009702"
2013,"2013",0,"Total",36326,6860.000000000001,"Census Tract 98.03, Multnomah County, OR","14000US41051009803"
2013,"2013",0,"Total",48068,10381,"Census Tract 98.04, Multnomah County, OR","14000US41051009804"
2013,"2013",0,"Total",83078,7808,"Census Tract 99.03, Multnomah County, OR","14000US41051009903"
2013,"2013",0,"Total",57683,6026,"Census Tract 102, Multnomah County, OR","14000US41051010200"
2013,"2013",0,"Total",13357,1017.0000000000001,"Census Tract 106, Multnomah County, OR","14000US41051010600"
