OBJECTID,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,H0010001,H0010002,H0010003,ALAND,AWATER,STUSAB,SUMLEV,GEOCODE,STATE,NAME,POP100,HU100,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020003,P0020004,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030002,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040003,P0040004,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,SHAPEAREA,SHAPELEN
83,004901,11001004901,3380,3114,1708,1009,18,156,3,220,435,1646,987,12,156,3,11,2925,1613,782,16,156,3,144,311,1564,771,10,156,3,11,2031,1791,240,271866,0,DC,140,11001004901,11,Census Tract 49.01,3380,2031,266,248,31,7,46,2,132,13,2,0,12,0,0,1,0,2,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380,2945,2815,130,120,31,7,46,2,13,13,2,0,4,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,211,193,24,7,30,2,107,9,2,0,11,0,0,1,0,0,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,2614,2515,99,89,24,7,30,2,11,9,2,0,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,165,0,0,165,0,0
84,004902,11001004902,3449,3120,1749,782,15,270,1,303,587,1653,772,0,270,1,24,3022,1672,581,8,252,1,239,458,1600,571,0,252,1,21,2070,1876,194,263879,0,DC,140,11001004902,11,Census Tract 49.02,3449,2070,329,311,23,26,63,0,168,6,5,0,15,0,0,0,0,5,0,13,6,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,2862,2720,142,138,23,14,63,0,17,6,5,0,5,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,269,256,15,25,52,0,144,6,2,0,7,0,0,0,0,5,0,11,4,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022,2564,2445,119,115,15,14,52,0,16,6,2,0,5,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,36,0,0
85,005001,11001005001,2012,1817,1432,203,8,102,4,68,196,1410,198,5,100,4,9,1874,1379,176,5,94,3,58,158,1357,171,5,93,3,9,1273,1092,181,200969,0,DC,140,11001005001,11,Census Tract 50.01,2012,1273,195,188,15,6,43,0,115,2,1,1,2,1,0,2,0,0,0,7,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1816,1726,90,87,15,6,43,0,19,2,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,159,153,13,6,38,0,90,2,0,0,2,1,0,1,0,0,0,6,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,1716,1638,78,76,13,6,38,0,17,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0
86,005003,11001005003,2143,1964,1307,376,10,193,0,78,211,1251,373,8,191,0,10,2058,1276,350,10,189,0,68,197,1220,349,8,187,0,10,1381,1255,126,94136,0,DC,140,11001005003,11,Census Tract 50.03,2143,1381,179,166,17,13,40,0,82,0,1,1,11,0,0,1,0,0,0,13,7,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,1932,1833,99,91,16,13,38,0,17,0,1,1,5,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,165,156,15,13,35,0,81,0,0,1,10,0,0,1,0,0,0,9,3,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,1861,1774,87,83,14,13,33,0,17,0,0,1,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,202,0,0,202,0,0
87,005004,11001005004,3861,3457,1697,789,79,280,2,610,1037,1604,773,4,280,0,18,3532,1647,734,67,279,0,467,834,1566,718,2,279,0,15,2524,2287,237,143156,0,DC,140,11001005004,11,Census Tract 50.04,3861,2524,404,371,25,16,43,4,230,9,6,1,11,0,1,19,1,5,0,29,13,4,1,2,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,2824,2679,145,124,24,11,43,2,19,8,6,1,4,0,1,0,0,5,0,19,10,4,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194,338,316,20,16,37,2,194,9,5,1,11,0,0,18,1,2,0,19,12,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532,2698,2580,118,104,20,11,37,1,15,8,5,1,4,0,0,0,0,2,0,13,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,005202,11001005202,3408,3117,2347,349,16,275,6,124,338,2287,345,7,267,6,12,3167,2262,284,16,267,5,94,285,2205,284,7,259,5,12,2309,2128,181,246292,0,DC,140,11001005202,11,Census Tract 52.02,3408,2309,291,269,21,13,62,0,158,2,5,0,2,0,0,3,1,2,0,17,3,3,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,3070,2924,146,138,19,11,62,0,36,2,5,0,0,0,0,0,1,2,0,8,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,239,224,16,11,39,0,145,0,5,0,2,0,0,3,1,2,0,10,3,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167,2882,2772,110,105,14,11,39,0,33,0,5,0,0,0,0,0,1,2,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0
89,005203,11001005203,2979,2687,1914,275,12,348,1,137,393,1844,270,2,347,0,15,2889,1874,266,12,338,1,114,365,1808,261,2,337,0,12,2450,2184,266,93419,0,DC,140,11001005203,11,Census Tract 52.03,2979,2450,292,264,25,9,32,2,183,4,2,1,0,0,0,5,0,1,0,25,2,3,0,2,3,0,10,0,2,0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979,2586,2478,108,100,25,8,32,2,26,2,2,1,0,0,0,1,0,1,0,8,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,284,257,25,9,30,2,180,4,2,0,0,0,0,4,0,1,0,24,2,3,0,1,3,0,10,0,2,0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889,2524,2420,104,96,25,8,30,2,26,2,2,0,0,0,0,0,0,1,0,8,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,005302,11001005302,2518,2288,1904,122,8,176,0,78,236,1857,117,6,176,0,14,2339,1793,109,6,164,0,70,208,1747,108,6,164,0,13,1832,1635,197,117635,0,DC,140,11001005302,11,Census Tract 53.02,2518,1832,230,212,22,11,48,0,112,7,2,0,1,0,0,3,3,3,0,13,3,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518,2282,2170,112,105,20,7,47,0,19,5,2,0,0,0,0,0,3,2,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,197,186,22,10,40,0,96,7,1,0,1,0,0,3,3,3,0,7,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,2131,2038,93,88,20,6,40,0,11,5,1,0,0,0,0,0,3,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,17,0,0
91,005303,11001005303,3215,2915,2127,310,6,380,3,89,332,2047,301,4,380,3,17,3066,2036,310,5,365,3,79,303,1967,301,3,365,3,13,2484,2173,311,168769,0,DC,140,11001005303,11,Census Tract 53.03,3215,2484,300,284,24,13,63,0,170,1,5,0,4,0,0,1,0,3,0,10,1,0,0,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,2883,2752,131,125,23,10,57,0,23,0,5,0,4,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798,268,259,20,13,50,0,162,1,5,0,4,0,0,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,2763,2652,111,105,19,10,44,0,20,0,5,0,4,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,188,0,0,188,0,0
92,005501,11001005501,2303,2071,1596,122,4,306,1,42,230,1535,119,0,305,1,9,2196,1550,111,4,285,1,42,211,1492,108,0,284,1,9,1776,1518,258,164749,0,DC,140,11001005501,11,Census Tract 55.01,2303,1776,232,212,18,8,49,1,121,3,5,0,7,0,0,0,0,0,0,18,4,2,0,4,0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,2073,1969,104,100,17,8,49,1,14,3,2,0,6,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,203,187,16,8,41,1,112,3,0,0,6,0,0,0,0,0,0,14,3,2,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,1985,1894,91,88,15,8,41,1,14,3,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0
93,005502,11001005502,2968,2699,2055,298,3,257,0,86,293,1977,292,1,257,0,19,2816,1967,294,3,246,0,81,266,1894,288,1,246,0,15,2016,1803,213,251302,0,DC,140,11001005502,11,Census Tract 55.02,2968,2016,269,260,28,10,50,2,147,3,4,0,12,0,0,1,3,0,0,9,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968,2675,2546,129,124,27,9,49,2,26,2,3,0,3,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,225,221,22,9,37,2,134,2,3,0,9,0,0,0,3,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,2550,2444,106,104,21,8,36,2,26,2,3,0,3,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,157,0,0,157,0,78,41,0,37,0,0
94,005503,11001005503,2492,2254,1835,58,0,330,0,31,189,1789,54,0,326,0,12,2330,1731,50,0,317,0,23,172,1689,49,0,313,0,5,1799,1548,251,213338,4682,DC,140,11001005503,11,Census Tract 55.03,2492,1799,238,226,17,11,45,0,143,5,0,0,3,0,0,2,0,0,0,12,2,1,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,2303,2181,122,118,17,8,45,0,41,5,0,0,2,0,0,0,0,0,0,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,209,198,14,9,38,0,130,5,0,0,2,0,0,0,0,0,0,11,2,0,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,2158,2056,102,99,14,7,38,0,33,5,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0
95,005601,11001005601,2900,2642,1787,123,10,625,2,95,298,1728,119,3,625,0,20,2852,1761,120,10,621,2,95,295,1702,116,3,621,0,20,2437,2042,395,185309,1275,DC,140,11001005601,11,Census Tract 56.01,2900,2437,258,241,11,3,58,1,154,2,2,0,7,0,0,0,2,1,0,17,1,4,0,6,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2602,2495,107,100,11,3,56,1,20,2,2,0,5,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,243,229,11,3,55,1,150,2,0,0,5,0,0,0,2,0,0,14,1,4,0,3,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852,2557,2462,95,91,11,3,53,1,17,2,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,25,0,6,0,0
96,005602,11001005602,4100,3767,2611,303,18,724,0,111,390,2504,294,15,724,0,26,3946,2534,301,16,696,0,91,370,2430,292,13,696,0,17,2355,1878,477,273491,6261,DC,140,11001005602,11,Census Tract 56.02,4100,2355,333,325,26,5,57,5,209,6,6,2,5,2,0,2,0,0,0,8,1,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,3710,3563,147,141,24,5,56,4,34,6,5,2,3,2,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638,308,300,21,3,49,5,202,6,6,2,2,2,0,2,0,0,0,8,1,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,3576,3448,128,122,19,3,48,4,33,6,5,2,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,1204,1065,0,139,0,0
97,005801,11001005801,1672,1518,951,82,1,464,0,20,116,924,82,1,462,0,4,1570,915,75,1,427,0,18,112,888,75,1,427,0,2,1312,1083,229,232951,0,DC,140,11001005801,11,Census Tract 58.01,1672,1312,154,144,16,9,42,3,61,3,0,0,10,0,0,0,0,0,0,9,2,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1556,1473,83,80,16,9,39,3,6,1,0,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,134,126,12,9,29,3,61,2,0,0,10,0,0,0,0,0,0,7,2,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,1458,1393,65,62,12,9,26,3,6,0,0,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0
98,005802,11001005802,2145,1925,1332,294,0,234,0,65,192,1282,289,0,234,0,33,2058,1298,281,0,220,0,57,179,1249,276,0,220,0,31,1616,1349,267,682488,0,DC,140,11001005802,11,Census Tract 58.02,2145,1616,220,207,24,20,39,0,102,9,5,1,5,0,0,0,0,1,1,12,1,1,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,1953,1838,115,110,22,19,39,0,15,7,5,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,202,189,23,18,34,0,101,9,0,1,1,0,0,0,0,1,1,12,1,1,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058,1879,1776,103,98,21,18,34,0,15,7,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,183,0,0,183,0,0
99,005900,11001005900,2617,2416,1612,438,7,301,0,58,238,1531,433,1,298,0,12,2543,1585,415,7,297,0,57,227,1506,411,1,294,0,12,1705,1519,186,641993,0,DC,140,11001005900,11,Census Tract 59,2617,1705,201,178,16,4,46,0,96,5,2,0,2,0,0,0,2,5,0,16,4,1,0,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2617,2379,2275,104,95,16,4,46,0,15,5,2,0,2,0,0,0,2,3,0,7,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2361,182,161,16,4,41,0,91,5,0,0,1,0,0,0,2,1,0,14,2,1,0,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2543,2316,2224,92,85,16,4,41,0,15,5,0,0,1,0,0,0,2,1,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,276,31,31,0,0,0,245,221,0,24,0,0
100,006400,11001006400,2481,2344,609,1646,21,33,2,33,127,580,1621,8,33,2,15,2042,568,1294,16,29,2,25,111,543,1272,8,29,2,8,1956,1244,712,691410,243648,DC,140,11001006400,11,Census Tract 64,2481,1956,137,122,23,4,15,2,31,19,3,2,20,0,0,2,0,1,0,15,7,1,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,2354,2259,95,87,23,4,15,2,7,19,2,2,13,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,108,97,13,4,15,0,27,15,2,0,18,0,0,2,0,1,0,11,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,1931,1862,69,62,13,4,15,0,3,15,1,0,11,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,16,0,0
