OBJECTID,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,H0010001,H0010002,H0010003,ALAND,AWATER,STUSAB,SUMLEV,GEOCODE,STATE,NAME,POP100,HU100,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020003,P0020004,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030002,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040003,P0040004,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,SHAPEAREA,SHAPELEN
47,002504,11001002504,3349,2949,1107,818,52,120,4,848,1316,984,790,2,120,0,22,2707,945,676,31,112,2,648,975,869,655,2,112,0,16,1375,1304,71,311721,0,DC,140,11001002504,11,Census Tract 25.04,3349,1375,400,371,17,17,46,2,204,1,4,0,52,0,0,15,1,1,11,25,1,1,1,8,0,0,10,2,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3349,2033,1918,115,106,15,8,44,2,11,1,3,0,22,0,0,0,0,0,0,7,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,293,272,9,14,28,2,161,1,4,0,36,0,0,15,0,1,1,19,0,1,0,8,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2707,1732,1654,78,73,8,8,27,2,11,1,3,0,13,0,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,002600,11001002600,2592,2281,1067,835,12,159,1,207,409,1017,823,4,157,1,27,2021,845,718,12,131,1,140,255,820,710,4,130,1,19,1013,978,35,2106150,60195,DC,140,11001002600,11,Census Tract 26,2592,1013,311,274,48,17,38,2,128,8,14,0,9,0,0,5,2,3,0,36,19,0,0,10,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,2183,2029,154,136,46,13,35,2,10,8,14,0,6,0,0,0,2,0,0,17,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,174,151,25,7,15,2,79,8,3,0,9,0,0,1,2,0,0,23,16,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1766,1684,82,68,25,6,12,2,4,8,3,0,6,0,0,0,2,0,0,14,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,12,0,0
49,002702,11001002702,5825,5027,3305,626,36,246,4,810,1621,3050,602,7,241,4,34,4813,2788,563,29,228,2,598,1232,2592,543,7,223,2,27,2806,2599,207,479022,7175,DC,140,11001002702,11,Census Tract 27.02,5825,2806,798,728,46,11,121,4,473,5,0,0,43,0,0,20,1,4,0,58,7,3,1,20,0,0,21,4,0,0,0,0,0,1,1,0,0,0,0,0,12,1,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5825,4204,3938,266,244,43,7,117,4,57,5,0,0,7,0,0,0,1,3,0,22,3,3,0,10,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208,605,547,43,11,65,3,365,4,0,0,33,0,0,18,1,4,0,49,6,3,1,17,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4813,3581,3394,187,172,40,7,63,3,47,4,0,0,4,0,0,0,1,3,0,15,2,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,002703,11001002703,2614,2163,1385,295,44,174,2,263,672,1302,282,3,171,2,24,2264,1233,270,34,158,2,206,551,1169,257,0,155,2,12,1289,1220,69,163863,0,DC,140,11001002703,11,Census Tract 27.03,2614,1289,451,423,24,23,65,1,188,5,5,0,101,0,0,10,0,1,0,24,4,1,0,3,3,0,4,0,5,0,0,0,2,0,1,0,0,0,0,1,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614,1942,1784,158,151,23,13,64,1,35,5,5,0,5,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,361,347,22,17,41,1,149,0,5,0,101,0,0,10,0,1,0,12,3,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,1713,1595,118,114,21,13,40,1,29,0,5,0,5,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,99,0,0,0,0,0,0,0
51,002704,11001002704,2993,2638,1286,452,76,197,8,619,1008,1174,428,52,196,7,19,2480,1105,421,65,171,6,448,747,1026,400,44,170,6,10,1689,1515,174,295339,2427,DC,140,11001002704,11,Census Tract 27.04,2993,1689,355,318,27,8,29,2,169,6,3,0,18,0,4,48,0,1,3,26,7,2,0,1,2,0,8,1,0,0,2,1,1,0,0,0,0,0,0,1,8,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,2993,1985,1876,109,95,21,3,29,2,20,6,3,0,6,0,4,0,0,1,0,11,3,2,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2216,264,237,19,4,18,2,134,5,1,0,12,0,4,34,0,1,3,20,7,2,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2480,1733,1656,77,68,16,3,18,2,14,5,1,0,4,0,4,0,0,1,0,7,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,002801,11001002801,4398,3985,1344,1469,70,230,7,865,1393,1182,1446,1,223,5,13,3721,1273,1146,57,215,7,674,1104,1140,1130,1,208,5,13,1999,1901,98,171910,0,DC,140,11001002801,11,Census Tract 28.01,4398,1999,413,382,37,18,33,1,220,14,3,0,35,1,1,18,0,1,0,27,14,1,0,4,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398,3005,2870,135,124,33,17,33,0,13,13,1,0,14,0,0,0,0,0,0,8,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3372,349,318,30,16,29,1,173,13,1,0,35,1,1,17,0,1,0,27,14,1,0,4,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,2617,2497,120,109,30,15,29,0,7,13,1,0,14,0,0,0,0,0,0,8,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,99,0,99,0,0,220,0,0,220,0,0
53,002802,11001002802,4685,4104,1477,1048,36,307,5,1231,1836,1335,1024,7,303,2,27,3955,1371,873,25,286,5,910,1415,1251,853,7,282,2,23,2430,2250,180,229696,0,DC,140,11001002802,11,Census Tract 28.02,4685,2430,581,556,47,15,43,5,390,11,9,0,17,2,1,8,3,5,0,23,6,0,0,6,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,2849,2698,151,141,40,11,43,2,17,8,8,0,3,2,1,0,3,3,0,10,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,485,464,34,14,37,4,325,6,9,0,17,2,1,8,3,4,0,19,3,0,0,6,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,2540,2418,122,115,28,10,37,1,17,3,8,0,3,2,1,0,3,2,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,198,0,0,198,0,0
54,002900,11001002900,4443,3933,1956,892,59,212,2,812,1320,1841,878,3,210,0,17,3811,1775,765,48,198,2,624,1021,1688,753,3,196,0,17,1944,1790,154,300632,0,DC,140,11001002900,11,Census Tract 29,4443,1944,510,475,39,14,56,0,313,7,1,0,27,0,2,13,0,3,0,31,8,6,0,5,2,0,6,0,0,0,0,1,0,1,0,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4443,3123,2949,174,148,36,10,55,0,19,7,1,0,16,0,2,0,0,2,0,23,6,6,0,5,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,399,369,24,14,38,0,247,4,0,0,27,0,0,13,0,2,0,28,8,4,0,5,1,0,6,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3811,2790,2657,133,112,24,10,37,0,19,4,0,0,16,0,0,0,0,2,0,20,6,4,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,0,0,0,0
55,003000,11001003000,3561,3272,1433,1339,16,215,5,264,524,1365,1307,6,212,4,17,3032,1369,982,16,188,4,217,442,1313,963,6,185,3,16,1748,1624,124,210636,0,DC,140,11001003000,11,Census Tract 30,3561,1748,289,275,41,13,34,0,152,3,0,0,22,0,0,3,3,3,1,8,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3561,3037,2911,126,118,39,10,34,0,24,2,0,0,5,0,0,0,3,1,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2776,256,246,29,13,31,0,143,0,0,0,21,0,0,3,3,2,1,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3032,2590,2486,104,100,27,10,31,0,24,0,0,0,4,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,18,0,0
56,003100,11001003100,3873,3450,1637,949,45,208,0,611,1037,1531,917,18,200,0,19,3329,1521,784,28,198,0,465,787,1433,762,5,193,0,16,1818,1692,126,296819,0,DC,140,11001003100,11,Census Tract 31,3873,1818,423,387,46,9,65,0,189,2,1,0,35,0,0,32,3,5,0,30,7,1,0,8,1,0,9,0,0,0,0,0,1,0,1,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3873,2836,2685,151,141,44,4,65,0,16,2,1,0,6,0,0,0,3,0,0,9,3,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,333,303,36,9,58,0,155,0,1,0,21,0,0,19,3,1,0,25,7,1,0,4,1,0,8,0,0,0,0,0,1,0,1,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329,2542,2409,133,123,35,4,58,0,16,0,1,0,6,0,0,0,3,0,0,9,3,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,12,0,16,0,0,16,0,0
57,003200,11001003200,5099,4606,1708,1877,52,217,4,748,1197,1576,1834,4,209,1,50,4250,1524,1510,36,207,4,561,947,1418,1474,0,199,1,37,2174,1932,242,447929,0,DC,140,11001003200,11,Census Tract 32,5099,2174,493,438,47,21,57,1,230,12,5,0,47,0,0,10,1,6,1,50,30,4,0,0,1,0,3,0,8,0,0,0,0,0,4,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099,3902,3674,228,188,46,13,57,1,34,12,5,0,16,0,0,0,0,3,1,39,30,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842,408,366,34,20,42,1,192,12,2,0,47,0,0,10,1,4,1,38,26,4,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,3303,3129,174,142,34,12,42,1,21,12,2,0,16,0,0,0,0,1,1,32,26,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,4,0,0,12,0,0,12,0,0
58,003301,11001003301,3824,3481,1943,1234,14,174,3,113,276,1903,1214,0,172,3,35,3325,1741,1050,14,165,3,105,228,1710,1037,0,165,3,35,1847,1682,165,442120,0,DC,140,11001003301,11,Census Tract 33.01,3824,1847,343,313,51,22,83,0,116,5,8,0,26,0,0,0,2,0,0,25,1,5,0,4,1,0,4,7,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,3548,3327,221,204,49,16,81,0,25,5,8,0,18,0,0,0,2,0,0,17,1,5,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,247,223,37,17,46,0,97,5,5,0,14,0,0,0,2,0,0,21,0,5,0,4,0,0,3,7,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,3097,2950,147,132,35,13,44,0,17,5,5,0,11,0,0,0,2,0,0,15,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0
59,003302,11001003302,2434,2219,1277,738,8,99,3,94,200,1245,720,6,98,3,27,2131,1160,626,8,95,3,76,164,1135,609,6,94,3,21,1216,1075,141,204237,0,DC,140,11001003302,11,Census Tract 33.02,2434,1216,215,197,29,12,50,0,86,5,4,0,7,0,0,2,0,2,0,18,5,3,0,0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434,2234,2099,135,127,29,11,48,0,25,4,4,0,5,0,0,1,0,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,163,149,27,8,30,0,72,2,0,0,7,0,0,1,0,2,0,14,4,3,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,1967,1868,99,91,27,8,28,0,20,2,0,0,5,0,0,1,0,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0
60,003400,11001003400,5120,4687,2078,1923,23,462,16,185,482,1977,1908,7,460,16,12,4747,2004,1710,13,445,16,165,443,1906,1695,7,445,16,7,1572,1241,331,911458,159593,DC,140,11001003400,11,Census Tract 34,5120,1572,433,412,119,6,57,0,149,7,51,1,16,0,0,4,0,1,1,21,8,1,1,3,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,4638,4380,258,255,102,6,57,0,15,7,51,1,14,0,0,0,0,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,394,374,99,6,50,0,141,4,51,1,16,0,0,4,0,1,1,20,7,1,1,3,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4747,4304,4076,228,225,82,6,50,0,15,4,51,1,14,0,0,0,0,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0,0,0,0,0,2425,2425,0,0,0,0
61,003500,11001003500,4801,4389,2091,1593,54,387,8,256,604,1978,1582,4,385,8,24,4489,2026,1435,43,383,8,204,526,1923,1424,4,381,8,17,2587,1671,916,382021,0,DC,140,11001003500,11,Census Tract 35,4801,2587,412,376,85,9,44,0,161,10,30,0,27,0,0,6,1,1,2,30,1,3,0,12,2,0,7,0,2,0,0,0,1,0,1,0,0,0,1,0,6,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4801,4197,3981,216,201,71,8,44,0,16,10,30,0,20,0,0,0,1,1,0,14,1,3,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099,390,361,85,8,44,0,153,8,30,0,23,0,0,6,1,1,2,24,1,2,0,12,1,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,3963,3757,206,193,71,8,44,0,12,8,30,0,18,0,0,0,1,1,0,12,1,2,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,1607,1584,0,23,0,0
62,003600,11001003600,4775,4243,2186,1373,18,274,5,387,795,2091,1350,10,273,2,21,4211,2042,1149,18,263,5,295,656,1959,1130,10,262,2,15,2609,2375,234,305616,0,DC,140,11001003600,11,Census Tract 36,4775,2609,532,499,59,25,75,4,231,11,19,1,62,0,0,7,0,5,0,28,9,0,0,0,4,0,8,4,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4775,3980,3747,233,217,48,18,75,4,29,11,19,1,12,0,0,0,0,0,0,12,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3772,439,420,44,23,62,4,206,6,12,1,53,0,0,4,0,5,0,16,4,0,0,0,0,0,8,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4211,3555,3378,177,169,34,18,62,4,25,6,12,1,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,112,0,0,0,0,0,112,0,0,112,0,0
63,003701,11001003701,2916,2489,1400,546,46,143,0,354,737,1330,526,4,142,0,17,2536,1336,425,33,133,0,261,568,1281,413,4,132,0,13,1628,1530,98,172840,0,DC,140,11001003701,11,Census Tract 37.01,2916,1628,427,381,36,22,52,2,171,5,5,0,64,1,0,21,1,1,0,41,5,7,0,9,0,0,11,2,2,0,1,0,2,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2916,2179,2019,160,137,30,13,52,2,21,5,4,0,8,1,0,0,1,0,0,20,4,7,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2188,348,317,30,15,46,1,144,5,1,0,54,0,0,20,0,1,0,28,4,6,0,3,0,0,9,2,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2536,1968,1843,125,110,25,11,46,1,16,5,0,0,6,0,0,0,0,0,0,14,3,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,003702,11001003702,2906,2639,1006,1111,21,137,4,360,642,918,1086,6,135,4,9,2421,966,798,19,131,4,275,507,891,784,6,129,4,8,1612,1506,106,119532,0,DC,140,11001003702,11,Census Tract 37.02,2906,1612,267,235,43,4,30,1,110,7,1,0,24,0,0,14,1,0,0,29,5,1,0,10,4,0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,2264,2158,106,96,40,2,29,1,12,5,1,0,5,0,0,0,1,0,0,10,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,228,199,33,4,29,1,100,6,0,0,11,0,0,14,1,0,0,26,4,1,0,10,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421,1914,1822,92,83,33,2,29,1,10,5,0,0,2,0,0,0,1,0,0,9,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,0,70,0,0,10,0,0,10,0,0
