,DP02_0001E,DP02_0152E,DP02_0152PE,DP02_0153E,DP02_0153PE,DP03_0062E,DP03_0062PE,DP03_0119E,DP03_0119PE,DP05_0001E,DP05_0071E,DP05_0071PE,DP05_0078E,DP05_0078PE,state,county,tract
240,2967,2769,93.3,2652,89.4,66208,-888888888,-888888888,2.4,6383,199,3.1,154,2.4,17,031,802608
241,2314,2173,93.9,1851,80.0,55354,-888888888,-888888888,5.6,6299,2974,47.2,109,1.7,17,031,802609
242,630,577,91.6,559,88.7,93194,-888888888,-888888888,2.2,1655,36,2.2,5,0.3,17,031,802610
243,899,846,94.1,810,90.1,74750,-888888888,-888888888,2.8,2050,361,17.6,44,2.1,17,031,803012
244,2150,1977,92.0,1920,89.3,90098,-888888888,-888888888,2.7,5423,738,13.6,29,0.5,17,031,803013
245,1385,1314,94.9,1260,91.0,70505,-888888888,-888888888,5.2,3560,785,22.1,54,1.5,17,031,803014
246,1879,1752,93.2,1717,91.4,79596,-888888888,-888888888,2.3,4402,432,9.8,315,7.2,17,031,803015
247,927,891,96.1,886,95.6,102679,-888888888,-888888888,1.2,2616,107,4.1,6,0.2,17,031,803016
248,2638,2546,96.5,2452,92.9,93279,-888888888,-888888888,2.2,6051,924,15.3,21,0.3,17,031,803017
249,2031,1952,96.1,1849,91.0,68184,-888888888,-888888888,11.8,5784,2819,48.7,347,6.0,17,031,803611
250,1259,1213,96.3,966,76.7,61426,-888888888,-888888888,19.1,3517,1940,55.2,103,2.9,17,031,803612
251,1386,1272,91.8,1176,84.8,89896,-888888888,-888888888,9.1,2766,279,10.1,16,0.6,17,031,803701
252,401,354,88.3,340,84.8,61458,-888888888,-888888888,2.4,2058,417,20.3,434,21.1,17,031,838200
253,776,715,92.1,675,87.0,95139,-888888888,-888888888,12.9,1710,53,3.1,490,28.7,17,031,838300
254,617,406,65.8,282,45.7,16829,-888888888,-888888888,47.4,1728,136,7.9,1538,89.0,17,031,838600
255,1203,936,77.8,832,69.2,26971,-888888888,-888888888,21.4,2589,366,14.1,1689,65.2,17,031,838000
256,1322,1261,95.4,1227,92.8,95357,-888888888,-888888888,8.9,2729,166,6.1,41,1.5,17,031,242400
257,1784,1538,86.2,1171,65.6,39969,-888888888,-888888888,23.1,6252,5560,88.9,264,4.2,17,031,230700
258,809,695,85.9,667,82.4,148009,-888888888,-888888888,1.3,1633,249,15.2,23,1.4,17,031,240200
259,2538,2283,90.0,2076,81.8,120833,-888888888,-888888888,3.9,5480,571,10.4,390,7.1,17,031,241400
260,1536,1392,90.6,1330,86.6,72400,-888888888,-888888888,15.5,3477,1180,33.9,246,7.1,17,031,242500
261,2543,2216,87.1,2081,81.8,63009,-888888888,-888888888,17.6,5293,1876,35.4,582,11.0,17,031,242600
262,749,631,84.2,578,77.2,52415,-888888888,-888888888,18.2,1682,691,41.1,380,22.6,17,031,242700
263,910,840,92.3,806,88.6,110385,-888888888,-888888888,4.1,2274,634,27.9,47,2.1,17,031,243100
264,1148,1103,96.1,1086,94.6,99038,-888888888,-888888888,9.7,2457,577,23.5,99,4.0,17,031,243300
265,1548,1276,82.4,974,62.9,34141,-888888888,-888888888,19.2,5122,1810,35.3,3217,62.8,17,031,250300
266,1402,944,67.3,809,57.7,23933,-888888888,-888888888,34.3,4342,393,9.1,3842,88.5,17,031,251500
267,1818,1390,76.5,1056,58.1,21106,-888888888,-888888888,42.6,4653,194,4.2,4295,92.3,17,031,251900
268,1461,1256,86.0,1234,84.5,64652,-888888888,-888888888,13.2,4735,1450,30.6,60,1.3,17,031,821101
269,1242,1007,81.1,896,72.1,54194,-888888888,-888888888,9.6,3137,1085,34.6,93,3.0,17,031,820202
270,1689,1526,90.3,1295,76.7,59637,-888888888,-888888888,13.9,5617,3964,70.6,81,1.4,17,031,820300
271,1346,1226,91.1,1153,85.7,61645,-888888888,-888888888,6.4,4394,1504,34.2,84,1.9,17,031,821102
272,1950,1569,80.5,1343,68.9,45607,-888888888,-888888888,10.9,5470,2778,50.8,1882,34.4,17,031,821300
273,524,382,72.9,326,62.2,33026,-888888888,-888888888,38.7,1538,22,1.4,1499,97.5,17,031,260500
274,2857,2708,94.8,2410,84.4,52858,-888888888,-888888888,7.5,6246,2293,36.7,615,9.8,17,031,805107
275,778,608,78.1,501,64.4,19179,-888888888,-888888888,55.4,2443,5,0.2,2316,94.8,17,031,690300
276,775,589,76.0,489,63.1,17011,-888888888,-888888888,38.0,1968,50,2.5,1872,95.1,17,031,691500
277,533,381,71.5,161,30.2,17841,-888888888,-888888888,52.1,1250,49,3.9,1196,95.7,17,031,710100
278,1184,1142,96.5,1048,88.5,149605,-888888888,-888888888,0.0,3381,122,3.6,1121,33.2,17,031,720100
279,1636,1577,96.4,1451,88.7,71979,-888888888,-888888888,9.6,3791,114,3.0,2016,53.2,17,031,720200
280,672,660,98.2,617,91.8,102857,-888888888,-888888888,1.7,1935,65,3.4,121,6.3,17,031,720400
281,1287,1239,96.3,1133,88.0,67438,-888888888,-888888888,0.0,3078,76,2.5,1828,59.4,17,031,720700
282,2305,1934,83.9,1869,81.1,69203,-888888888,-888888888,6.4,5978,2231,37.3,26,0.4,17,031,140400
283,2589,2322,89.7,2103,81.2,73875,-888888888,-888888888,5.4,6373,2315,36.3,186,2.9,17,031,140800
284,2904,2690,92.6,2469,85.0,67623,-888888888,-888888888,15.1,7753,2734,35.3,41,0.5,17,031,150200
285,2341,2164,92.4,1886,80.6,72317,-888888888,-888888888,6.6,5811,2415,41.6,242,4.2,17,031,160700
286,813,777,95.6,678,83.4,88750,-888888888,-888888888,6.7,2171,680,31.3,42,1.9,17,031,161000
287,1769,1578,89.2,1257,71.1,67298,-888888888,-888888888,5.0,5338,1907,35.7,3,0.1,17,031,170300
288,2002,1826,91.2,1753,87.6,88684,-888888888,-888888888,3.7,5519,1174,21.3,0,0.0,17,031,170500
289,2452,2350,95.8,2117,86.3,79750,-888888888,-888888888,1.5,6877,1897,27.6,296,4.3,17,031,171000
290,1752,1560,89.0,1349,77.0,59808,-888888888,-888888888,6.4,3291,282,8.6,929,28.2,17,031,812600
291,1430,1370,95.8,1307,91.4,114333,-888888888,-888888888,1.3,4051,547,13.5,811,20.0,17,031,813000
292,1968,1865,94.8,1719,87.3,47622,-888888888,-888888888,11.6,7032,6269,89.1,216,3.1,17,031,814200
293,1195,1040,87.0,911,76.2,54272,-888888888,-888888888,14.8,3870,2876,74.3,64,1.7,17,031,811701
294,1614,1431,88.7,1134,70.3,61695,-888888888,-888888888,6.7,4219,2020,47.9,604,14.3,17,031,816200
295,1596,1371,85.9,1210,75.8,43159,-888888888,-888888888,17.0,6493,5575,85.9,261,4.0,17,031,813900
296,1690,1484,87.8,1351,79.9,64464,-888888888,-888888888,17.4,5722,3684,64.4,407,7.1,17,031,814600
297,2216,2081,93.9,1990,89.8,52819,-888888888,-888888888,10.6,6718,4941,73.5,221,3.3,17,031,815200
298,2481,2073,83.6,1817,73.2,59313,-888888888,-888888888,16.8,6465,3886,60.1,271,4.2,17,031,550100
299,613,526,85.8,443,72.3,54453,-888888888,-888888888,10.9,1644,381,23.2,1178,71.7,17,031,560200
300,462,399,86.4,373,80.7,60581,-888888888,-888888888,17.0,1807,1287,71.2,54,3.0,17,031,560400
301,1653,1566,94.7,1439,87.1,59919,-888888888,-888888888,5.4,4814,2354,48.9,66,1.4,17,031,150800
302,1757,1595,90.8,1473,83.8,64063,-888888888,-888888888,9.3,5335,3293,61.7,42,0.8,17,031,151100
303,988,861,87.1,813,82.3,68750,-888888888,-888888888,12.3,2537,670,26.4,8,0.3,17,031,160100
304,1835,1738,94.7,1530,83.4,61815,-888888888,-888888888,5.9,4734,1771,37.4,200,4.2,17,031,160400
305,1259,1040,82.6,968,76.9,69330,-888888888,-888888888,7.3,4013,1739,43.3,21,0.5,17,031,171100
306,1788,1564,87.5,1236,69.1,54239,-888888888,-888888888,15.3,5518,3447,62.5,52,0.9,17,031,190300
307,2813,2580,91.7,2465,87.6,67380,-888888888,-888888888,15.0,7141,1192,16.7,283,4.0,17,031,803608
308,1929,1753,90.9,1720,89.2,77188,-888888888,-888888888,4.4,4545,825,18.2,60,1.3,17,031,804000
309,1714,1647,96.1,1579,92.1,69500,-888888888,-888888888,6.5,5771,2844,49.3,77,1.3,17,031,804306
310,2701,2573,95.3,2520,93.3,66367,-888888888,-888888888,6.7,6137,1491,24.3,128,2.1,17,031,804603
311,1807,1772,98.1,1732,95.8,97348,-888888888,-888888888,3.1,5225,580,11.1,385,7.4,17,031,804712
312,1061,980,92.4,943,88.9,76058,-888888888,-888888888,6.5,3930,1303,33.2,203,5.2,17,031,804806
313,1756,1725,98.2,1661,94.6,88605,-888888888,-888888888,7.3,5397,1098,20.3,106,2.0,17,031,804807
314,1482,1406,94.9,1364,92.0,92188,-888888888,-888888888,2.4,4165,19,0.5,201,4.8,17,031,804809
315,1650,1622,98.3,1548,93.8,178500,-888888888,-888888888,1.2,5543,305,5.5,87,1.6,17,031,819801
316,1711,1350,78.9,1272,74.3,56996,-888888888,-888888888,9.8,5282,1169,22.1,250,4.7,17,031,820502
317,1870,1518,81.2,1343,71.8,60672,-888888888,-888888888,9.3,5452,1966,36.1,79,1.4,17,031,820901
318,1697,1507,88.8,1327,78.2,50548,-888888888,-888888888,6.0,4272,1120,26.2,47,1.1,17,031,822000
319,1688,1532,90.8,1494,88.5,85556,-888888888,-888888888,2.9,4731,1066,22.5,42,0.9,17,031,822601
320,1449,1214,83.8,1089,75.2,61342,-888888888,-888888888,10.1,3674,726,19.8,365,9.9,17,031,822702
321,757,570,75.3,440,58.1,39080,-888888888,-888888888,5.4,1968,258,13.1,627,31.9,17,031,824400
322,2404,2266,94.3,2098,87.3,62096,-888888888,-888888888,10.5,6490,1040,16.0,464,7.1,17,031,824602
323,2237,2024,90.5,1929,86.2,46627,-888888888,-888888888,7.6,6522,574,8.8,5697,87.4,17,031,825802
324,1184,1021,86.2,966,81.6,37654,-888888888,-888888888,23.6,3479,19,0.5,3374,97.0,17,031,827600
325,1039,902,86.8,832,80.1,59427,-888888888,-888888888,8.7,2934,108,3.7,2435,83.0,17,031,827805
326,1581,1488,94.1,1306,82.6,54245,-888888888,-888888888,1.2,4167,590,14.2,2136,51.3,17,031,828201
327,1025,931,90.8,871,85.0,74233,-888888888,-888888888,10.1,3110,763,24.5,1006,32.3,17,031,809600
328,2073,1906,91.9,1908,92.0,111310,-888888888,-888888888,1.9,5481,118,2.2,50,0.9,17,031,810400
329,1083,1030,95.1,831,76.7,59965,-888888888,-888888888,7.3,3507,1995,56.9,560,16.0,17,031,804405
330,2739,2559,93.4,2518,91.9,106212,-888888888,-888888888,1.6,8211,1785,21.7,356,4.3,17,031,804311
331,2449,2311,94.4,2143,87.5,79260,-888888888,-888888888,4.8,6696,2518,37.6,284,4.2,17,031,804403
332,1589,1528,96.2,1448,91.1,76964,-888888888,-888888888,7.8,5834,3828,65.6,153,2.6,17,031,804404
333,2086,1828,87.6,1760,84.4,113036,-888888888,-888888888,4.6,6139,342,5.6,68,1.1,17,031,805902
334,1404,1266,90.2,1179,84.0,90365,-888888888,-888888888,6.4,3739,727,19.4,68,1.8,17,031,806102
335,2104,1934,91.9,1894,90.0,71915,-888888888,-888888888,3.7,5056,541,10.7,343,6.8,17,031,806900
336,1393,1279,91.8,1243,89.2,94402,-888888888,-888888888,3.3,4289,266,6.2,134,3.1,17,031,808400
337,1833,1734,94.6,1659,90.5,96373,-888888888,-888888888,0.6,5610,657,11.7,2474,44.1,17,031,828801
338,1376,1152,83.7,986,71.7,44068,-888888888,-888888888,20.8,4169,1082,26.0,2739,65.7,17,031,827200
339,1066,963,90.3,967,90.7,73409,-888888888,-888888888,8.6,3626,238,6.6,3073,84.7,17,031,827802
340,1888,1736,91.9,1575,83.4,44375,-888888888,-888888888,28.3,6343,822,13.0,4016,63.3,17,031,828504
341,1901,1408,74.1,1306,68.7,46875,-888888888,-888888888,17.0,5541,2679,48.3,1416,25.6,17,031,829200
342,1411,1252,88.7,1199,85.0,75708,-888888888,-888888888,10.1,4127,707,17.1,1625,39.4,17,031,829301
343,686,604,88.0,566,82.5,50256,-888888888,-888888888,21.0,1949,64,3.3,72,3.7,17,031,340400
344,705,630,89.4,536,76.0,31674,-888888888,-888888888,15.9,1477,78,5.3,1336,90.5,17,031,360200
345,1931,1568,81.2,1371,71.0,51953,-888888888,-888888888,12.5,6951,5961,85.8,79,1.1,17,031,190800
346,1022,918,89.8,686,67.1,50556,-888888888,-888888888,21.3,4053,3849,95.0,15,0.4,17,031,191200
347,1503,1365,90.8,1252,83.3,81875,-888888888,-888888888,9.2,4102,1757,42.8,143,3.5,17,031,210100
348,1097,1020,93.0,983,89.6,103295,-888888888,-888888888,1.4,2747,397,14.5,33,1.2,17,031,220400
349,615,529,86.0,482,78.4,54632,-888888888,-888888888,20.9,1370,570,41.6,74,5.4,17,031,240800
350,1050,1009,96.1,986,93.9,85362,-888888888,-888888888,0.0,2182,546,25.0,66,3.0,17,031,243000
351,807,629,77.9,565,70.0,36250,-888888888,-888888888,21.0,2621,243,9.3,2355,89.9,17,031,250800
352,370,323,87.3,298,80.5,52857,-888888888,-888888888,9.6,1182,206,17.4,933,78.9,17,031,251700
353,1273,1236,97.1,1206,94.7,68355,-888888888,-888888888,2.8,3421,876,25.6,868,25.4,17,031,818401
354,1296,1098,84.7,923,71.2,32667,-888888888,-888888888,13.4,4209,3441,81.8,146,3.5,17,031,816500
355,927,801,86.4,671,72.4,20871,-888888888,-888888888,39.4,1894,69,3.6,1712,90.4,17,031,420600
356,736,585,79.5,454,61.7,24417,-888888888,-888888888,44.7,1820,43,2.4,1742,95.7,17,031,440800
357,847,650,76.7,612,72.3,28363,-888888888,-888888888,26.1,2468,1266,51.3,953,38.6,17,031,460200
358,2177,1768,81.2,1727,79.3,53946,-888888888,-888888888,6.6,5446,59,1.1,5305,97.4,17,031,480400
359,1000,904,90.4,809,80.9,29630,-888888888,-888888888,28.8,3178,2474,77.8,385,12.1,17,031,520200
360,825,693,84.0,612,74.2,55325,-888888888,-888888888,16.5,2852,2238,78.5,0,0.0,17,031,520600
361,992,868,87.5,776,78.2,50781,-888888888,-888888888,18.5,3308,2294,69.3,44,1.3,17,031,560300
362,2122,1791,84.4,1497,70.5,71563,-888888888,-888888888,4.4,5858,2796,47.7,294,5.0,17,031,560800
363,889,750,84.4,638,71.8,38018,-888888888,-888888888,28.1,3288,2625,79.8,9,0.3,17,031,580200
364,5037,5002,99.3,4444,88.2,105094,-888888888,-888888888,8.4,9209,887,9.6,1074,11.7,17,031,839000
365,1078,799,74.1,614,57.0,15755,-888888888,-888888888,16.1,1614,199,12.3,812,50.3,17,031,838100
366,1478,1079,73.0,847,57.3,25701,-888888888,-888888888,30.4,3934,213,5.4,3624,92.1,17,031,838700
367,1128,827,73.3,765,67.8,27160,-888888888,-888888888,42.3,3300,1387,42.0,1739,52.7,17,031,838800
368,3780,3780,100.0,3548,93.9,101000,-888888888,-888888888,2.1,7545,656,8.7,774,10.3,17,031,839100
369,1425,1246,87.4,1178,82.7,35707,-888888888,-888888888,11.5,2405,98,4.1,1382,57.5,17,031,839200
370,724,512,70.7,474,65.5,19950,-888888888,-888888888,0.0,1461,53,3.6,992,67.9,17,031,839500
371,773,568,73.5,499,64.6,32401,-888888888,-888888888,6.2,1653,122,7.4,1466,88.7,17,031,839600
372,1862,1585,85.1,1500,80.6,58974,-888888888,-888888888,7.1,4913,1624,33.1,13,0.3,17,031,839700
373,1159,974,84.0,969,83.6,60590,-888888888,-888888888,9.7,2738,536,19.6,79,2.9,17,031,839800
374,1818,1678,92.3,1586,87.2,64912,-888888888,-888888888,10.0,4452,1258,28.3,218,4.9,17,031,839900
375,976,940,96.3,921,94.4,85143,-888888888,-888888888,10.7,2794,606,21.7,9,0.3,17,031,840000
376,1268,990,78.1,949,74.8,29098,-888888888,-888888888,20.9,4223,3989,94.5,2,0.0,17,031,300900
377,1175,988,84.1,809,68.9,35259,-888888888,-888888888,27.6,4417,3891,88.1,347,7.9,17,031,301200
378,2329,2246,96.4,2114,90.8,78822,-888888888,-888888888,5.5,4720,660,14.0,176,3.7,17,031,031100
379,1135,1072,94.4,1062,93.6,113352,-888888888,-888888888,0.0,2736,173,6.3,97,3.5,17,031,050100
380,658,633,96.2,619,94.1,134583,-888888888,-888888888,0.0,1742,65,3.7,9,0.5,17,031,050700
381,1901,1786,94.0,1692,89.0,91438,-888888888,-888888888,8.5,3722,215,5.8,180,4.8,17,031,062100
382,1210,1088,89.9,1070,88.4,65354,-888888888,-888888888,6.4,4785,4057,84.8,0,0.0,17,031,620100
383,1714,1476,86.1,1415,82.6,51419,-888888888,-888888888,15.0,6781,6281,92.6,107,1.6,17,031,630800
384,1016,932,91.7,882,86.8,56250,-888888888,-888888888,12.0,3385,2183,64.5,45,1.3,17,031,640700
385,1256,1077,85.7,930,74.0,43750,-888888888,-888888888,17.4,4389,3520,80.2,126,2.9,17,031,650100
386,350,222,63.4,192,54.9,24200,-888888888,-888888888,20.2,922,256,27.8,649,70.4,17,031,670500
387,290,235,81.0,177,61.0,47400,-888888888,-888888888,8.3,1125,142,12.6,953,84.7,17,031,671900
388,833,720,86.4,511,61.3,43750,-888888888,-888888888,23.4,2407,64,2.7,2324,96.6,17,031,681400
389,1624,1323,81.5,879,54.1,32875,-888888888,-888888888,21.4,4273,14,0.3,4081,95.5,17,031,690900
390,1321,1181,89.4,965,73.1,36363,-888888888,-888888888,20.6,3160,26,0.8,3053,96.6,17,031,691400
391,1587,1311,82.6,1020,64.3,30177,-888888888,-888888888,30.0,4336,107,2.5,4131,95.3,17,031,710500
392,889,679,76.4,576,64.8,39208,-888888888,-888888888,10.7,2351,61,2.6,2282,97.1,17,031,711100
393,1931,1538,79.6,1056,54.7,45298,-888888888,-888888888,12.5,4949,53,1.1,4748,95.9,17,031,711200
394,752,691,91.9,601,79.9,51957,-888888888,-888888888,17.2,2444,21,0.9,2340,95.7,17,031,730700
395,1749,1630,93.2,1435,82.0,77205,-888888888,-888888888,1.6,4503,1163,25.8,140,3.1,17,031,770400
396,2290,2034,88.8,2054,89.7,126765,-888888888,-888888888,1.9,5513,184,3.3,32,0.6,17,031,802300
397,2249,2151,95.6,2046,91.0,94709,-888888888,-888888888,4.1,6911,1326,19.2,55,0.8,17,031,802701
398,2277,2028,89.1,1961,86.1,109223,-888888888,-888888888,3.9,6578,711,10.8,289,4.4,17,031,802802
399,2000,1986,99.3,1868,93.4,73516,-888888888,-888888888,3.1,4119,388,9.4,408,9.9,17,031,809500
400,1241,906,73.0,719,57.9,25542,-888888888,-888888888,37.9,3857,0,0.0,3840,99.6,17,031,290900
401,550,492,89.5,474,86.2,81618,-888888888,-888888888,2.1,1286,595,46.3,79,6.1,17,031,310400
402,2112,1868,88.4,1698,80.4,47097,-888888888,-888888888,13.3,4555,2764,60.7,201,4.4,17,031,310600
403,1445,1306,90.4,1194,82.6,53229,-888888888,-888888888,9.8,3990,46,1.2,3859,96.7,17,031,826401
404,405,350,86.4,324,80.0,56008,-888888888,-888888888,15.9,1280,940,73.4,0,0.0,17,031,570100
405,566,473,83.6,416,73.5,46000,-888888888,-888888888,22.5,2261,2191,96.9,0,0.0,17,031,580800
406,269,155,57.6,176,65.4,19975,-888888888,-888888888,40.2,823,243,29.5,524,63.7,17,031,611000
407,642,522,81.3,446,69.5,30292,-888888888,-888888888,32.6,1822,516,28.3,1233,67.7,17,031,826901
408,1384,1274,92.1,1177,85.0,28763,-888888888,-888888888,26.3,3995,293,7.3,3576,89.5,17,031,827000
409,1440,1261,87.6,1195,83.0,63418,-888888888,-888888888,5.7,3203,365,11.4,932,29.1,17,031,828300
410,1768,1646,93.1,1576,89.1,127069,-888888888,-888888888,0.7,4949,466,9.4,153,3.1,17,031,740300
411,946,735,77.7,723,76.4,33099,-888888888,-888888888,21.2,2403,10,0.4,2294,95.5,17,031,530600
412,2494,2449,98.2,2451,98.3,98984,-888888888,-888888888,3.8,7239,405,5.6,29,0.4,17,031,804607
413,2328,2009,86.3,1832,78.7,67027,-888888888,-888888888,3.4,6003,1577,26.3,219,3.6,17,031,804709
414,1831,1723,94.1,1631,89.1,115094,-888888888,-888888888,1.2,4918,325,6.6,0,0.0,17,031,805001
415,1958,1781,91.0,1569,80.1,81346,-888888888,-888888888,4.3,4462,131,2.9,0,0.0,17,031,805110
416,1212,1130,93.2,1093,90.2,94891,-888888888,-888888888,0.9,3963,408,10.3,66,1.7,17,031,805201
417,1643,1504,91.5,1395,84.9,82351,-888888888,-888888888,1.9,4376,176,4.0,121,2.8,17,031,805202
418,1119,1090,97.4,993,88.7,87901,-888888888,-888888888,7.4,3563,324,9.1,2337,65.6,17,031,830202
419,1714,1510,88.1,1404,81.9,52381,-888888888,-888888888,7.8,3799,390,10.3,1737,45.7,17,031,828402
420,1543,1417,91.8,1383,89.6,81832,-888888888,-888888888,2.8,4026,374,9.3,1084,26.9,17,031,828601
421,2873,2733,95.1,2612,90.9,96379,-888888888,-888888888,5.5,7940,23,0.3,7149,90.0,17,031,830003
422,1064,1024,96.2,1001,94.1,76548,-888888888,-888888888,6.0,3399,31,0.9,2600,76.5,17,031,830100
423,2314,2003,86.6,1776,76.8,38043,-888888888,-888888888,5.3,4473,22,0.5,3315,74.1,17,031,830300
424,2429,2080,85.6,1967,81.0,64590,-888888888,-888888888,9.9,6655,3514,52.8,223,3.4,17,031,640300
425,1514,1268,83.8,1172,77.4,68382,-888888888,-888888888,9.7,4619,3362,72.8,419,9.1,17,031,650500
426,528,370,70.1,353,66.9,28625,-888888888,-888888888,25.4,1689,387,22.9,1302,77.1,17,031,670400
427,1795,1174,65.4,897,50.0,16411,-888888888,-888888888,39.9,3302,18,0.5,3214,97.3,17,031,680900
428,863,683,79.1,506,58.6,22266,-888888888,-888888888,35.2,2595,230,8.9,2347,90.4,17,031,681100
429,769,613,79.7,379,49.3,25360,-888888888,-888888888,35.7,2418,7,0.3,2364,97.8,17,031,681300
430,1342,1097,81.7,890,66.3,23868,-888888888,-888888888,31.9,2939,25,0.9,2867,97.6,17,031,690400
431,1911,1683,88.1,1342,70.2,70863,-888888888,-888888888,11.8,6521,4611,70.7,1033,15.8,17,031,700200
432,809,684,84.5,561,69.3,44851,-888888888,-888888888,23.0,2503,12,0.5,2477,99.0,17,031,711500
433,1184,1038,87.7,992,83.8,43274,-888888888,-888888888,20.2,3758,13,0.3,3720,99.0,17,031,730600
434,1937,1803,93.1,1749,90.3,105655,-888888888,-888888888,2.3,6640,653,9.8,78,1.2,17,031,740200
435,1414,1249,88.3,967,68.4,43277,-888888888,-888888888,11.8,3743,138,3.7,3532,94.4,17,031,750100
436,1508,1376,91.2,1244,82.5,62500,-888888888,-888888888,9.6,4210,244,5.8,207,4.9,17,031,823605
437,2324,2071,89.1,2021,87.0,70909,-888888888,-888888888,6.0,6510,464,7.1,40,0.6,17,031,823803
438,3161,2581,81.7,2496,79.0,64908,-888888888,-888888888,0.8,6897,682,9.9,153,2.2,17,031,824506
439,813,753,92.6,753,92.6,63527,-888888888,-888888888,0.0,2082,39,1.9,73,3.5,17,031,832900
440,2498,2329,93.2,2068,82.8,151028,-888888888,-888888888,0.0,4480,181,4.0,512,11.4,17,031,833000
441,3850,3745,97.3,3490,90.6,132391,-888888888,-888888888,4.8,7436,358,4.8,913,12.3,17,031,833100
442,1010,965,95.5,865,85.6,56136,-888888888,-888888888,5.6,2728,250,9.2,116,4.3,17,031,833300
443,1509,1311,86.9,1279,84.8,147569,-888888888,-888888888,1.6,4573,108,2.4,13,0.3,17,031,819000
444,1027,901,87.7,708,68.9,74792,-888888888,-888888888,8.4,2694,786,29.2,77,2.9,17,031,819300
445,1637,1427,87.2,1188,72.6,41325,-888888888,-888888888,18.3,5643,4409,78.1,764,13.5,17,031,820400
446,1161,1025,88.3,992,85.4,71758,-888888888,-888888888,8.5,3882,2249,57.9,0,0.0,17,031,820800
447,1069,747,69.9,671,62.8,54625,-888888888,-888888888,4.3,1931,194,10.0,117,6.1,17,031,170100
448,1132,953,84.2,800,70.7,65233,-888888888,-888888888,8.1,3295,824,25.0,0,0.0,17,031,170700
449,807,647,80.2,553,68.5,41103,-888888888,-888888888,12.6,2453,2126,86.7,31,1.3,17,031,190100
450,1236,1170,94.7,1151,93.1,94844,-888888888,-888888888,3.3,2503,600,24.0,107,4.3,17,031,220500
451,861,730,84.8,710,82.5,69063,-888888888,-888888888,15.4,2564,1403,54.7,173,6.7,17,031,222700
452,1934,1396,72.2,805,41.6,33423,-888888888,-888888888,25.3,6504,2209,34.0,4011,61.7,17,031,231200
453,1903,1438,75.6,1337,70.3,30927,-888888888,-888888888,31.9,5586,912,16.3,4599,82.3,17,031,231500
454,1295,1295,100.0,1224,94.5,150188,-888888888,-888888888,4.2,2425,164,6.8,42,1.7,17,031,240500
455,490,360,73.5,332,67.8,42717,-888888888,-888888888,24.6,981,463,47.2,99,10.1,17,031,240900
456,1733,1682,97.1,1619,93.4,124107,-888888888,-888888888,1.5,3670,526,14.3,115,3.1,17,031,242200
457,1891,1891,100.0,1733,91.6,129028,-888888888,-888888888,4.4,3601,184,5.1,715,19.9,17,031,243500
458,2758,2535,91.9,2372,86.0,96920,-888888888,-888888888,3.6,7242,1961,27.1,1997,27.6,17,031,250500
459,355,256,72.1,239,67.3,29671,-888888888,-888888888,35.8,1022,210,20.5,789,77.2,17,031,251000
460,688,504,73.3,467,67.9,54750,-888888888,-888888888,24.3,2235,1984,88.8,76,3.4,17,031,190900
461,529,472,89.2,447,84.5,53798,-888888888,-888888888,24.9,1919,1701,88.6,33,1.7,17,031,200300
462,2091,1933,92.4,1830,87.5,77813,-888888888,-888888888,7.3,5514,1266,23.0,54,1.0,17,031,110100
463,1185,1022,86.2,992,83.7,85474,-888888888,-888888888,3.6,3095,632,20.4,42,1.4,17,031,110200
464,1200,1021,85.1,764,63.7,40556,-888888888,-888888888,28.4,4154,3367,81.1,172,4.1,17,031,811302
465,1755,1624,92.5,1390,79.2,55038,-888888888,-888888888,7.5,4386,844,19.2,53,1.2,17,031,810600
466,2510,2284,91.0,1972,78.6,52171,-888888888,-888888888,8.5,6375,2121,33.3,363,5.7,17,031,810900
467,1461,1395,95.5,1230,84.2,68125,-888888888,-888888888,8.1,4510,3101,68.8,106,2.4,17,031,811301
468,1566,1556,99.4,1543,98.5,124667,-888888888,-888888888,6.1,4721,219,4.6,1336,28.3,17,031,812100
469,1822,1514,83.1,1392,76.4,59228,-888888888,-888888888,5.0,6434,5646,87.8,322,5.0,17,031,813500
470,1465,1231,84.0,1097,74.9,55117,-888888888,-888888888,10.7,5422,5165,95.3,91,1.7,17,031,813600
471,1211,1083,89.4,991,81.8,53911,-888888888,-888888888,7.6,2847,773,27.2,344,12.1,17,031,829600
472,1523,1328,87.2,1232,80.9,40432,-888888888,-888888888,23.4,4247,374,8.8,2974,70.0,17,031,829700
473,2489,2369,95.2,2306,92.6,103417,-888888888,-888888888,5.0,6220,238,3.8,3220,51.8,17,031,829800
474,1539,1464,95.1,1367,88.8,53920,-888888888,-888888888,6.3,4335,401,9.3,2547,58.8,17,031,830400
475,1653,1633,98.8,1615,97.7,200852,-888888888,-888888888,0.4,4779,75,1.6,40,0.8,17,031,800700
476,2378,2349,98.8,2213,93.1,81543,-888888888,-888888888,5.8,6302,611,9.7,0,0.0,17,031,802503
477,1230,1222,99.3,1163,94.6,186111,-888888888,-888888888,0.9,3890,98,2.5,0,0.0,17,031,801701
478,1146,1099,95.9,1093,95.4,163649,-888888888,-888888888,1.2,3474,43,1.2,5,0.1,17,031,801902
479,700,684,97.7,669,95.6,168750,-888888888,-888888888,0.0,2080,72,3.5,8,0.4,17,031,808600
